ticket_id,account_id,created_at,priority,category,resolved_hours
T03951,A1102,2024-02-24,P2,outage,48.4
T03952,A1102,2024-02-28,P1,billing,24.9
T03953,A1103,2024-02-20,P3,access,42.7
T03954,A1103,2024-04-16,P2,how_to,70.1
T03955,A1103,2024-03-26,P3,access,36.7
T03956,A1103,2024-05-18,P2,bug,11.2
T03957,A1103,2024-02-18,P3,billing,65.0
T03958,A1104,2024-06-08,P3,outage,18.4
T03959,A1106,2024-02-08,P3,bug,23.3
T03960,A1107,2024-03-20,P1,how_to,16.8
T03961,A1107,2024-01-12,P1,access,43.8
T03962,A1107,2024-03-08,P1,how_to,50.9
T03963,A1107,2024-06-15,P3,billing,54.2
T03964,A1108,2024-06-23,P2,bug,46.5
T03965,A1108,2024-03-03,P3,bug,25.8
T03966,A1109,2024-02-24,P3,how_to,61.4
T03967,A1109,2024-02-04,P3,access,58.2
T03968,A1109,2024-02-16,P1,access,42.6
T03969,A1110,2024-02-14,P3,access,64.8
T03970,A1111,2024-01-17,P3,bug,4.9
T03971,A1111,2024-05-12,P2,how_to,53.1
T03972,A1112,2024-02-17,P1,outage,24.4
T03973,A1112,2024-01-01,P1,bug,12.9
T03974,A1112,2024-06-02,P1,billing,34.6
T03975,A1112,2024-03-20,P3,how_to,56.0
T03976,A1112,2024-05-09,P1,bug,62.9
T03977,A1112,2024-03-06,P2,outage,
T03978,A1113,2024-01-01,P3,access,53.6
T03979,A1113,2024-05-20,P3,bug,41.6
T03980,A1114,2024-06-21,P1,outage,13.7
T03981,A1114,2024-03-13,P1,bug,10.5
T03982,A1114,2024-01-14,P3,billing,12.7
T03983,A1114,2024-06-26,P3,how_to,13.9
T03984,A1115,2024-01-08,P3,how_to,48.3
T03985,A1115,2024-01-23,P3,bug,59.1
T03986,A1115,2024-02-01,P1,billing,60.8
T03987,A1115,2024-05-17,P1,bug,25.7
T03988,A1116,2024-03-13,P1,outage,
T03989,A1116,2024-05-24,P3,access,14.6
T03990,A1116,2024-05-18,P2,bug,33.1
T03991,A1117,2024-02-24,P1,billing,57.3
T03992,A1117,2024-06-07,P3,bug,57.7
T03993,A1117,2024-05-02,P2,billing,19.7
T03994,A1117,2024-02-21,P1,access,44.2
T03995,A1117,2024-01-04,P3,outage,21.6
T03996,A1117,2024-04-08,P1,bug,63.8
T03997,A1117,2024-04-14,P3,outage,63.0
T03998,A1117,2024-05-06,P1,bug,4.2
T03999,A1118,2024-06-16,P1,bug,28.7
T04000,A1118,2024-03-12,P2,billing,
T04001,A1118,2024-03-07,P1,billing,20.5
T04002,A1118,2024-05-08,P3,outage,60.7
T04003,A1120,2024-04-06,P2,how_to,2.7
T04004,A1120,2024-04-07,P1,billing,10.3
T04005,A1120,2024-02-16,P2,how_to,67.9
T04006,A1121,2024-02-18,P1,how_to,
T04007,A1121,2024-03-31,P2,bug,
T04008,A1121,2024-05-22,P2,access,30.3
T04009,A1122,2024-03-22,P3,outage,14.5
T04010,A1122,2024-04-25,P3,access,62.3
T04011,A1122,2024-03-25,P3,bug,6.6
T04012,A1123,2024-01-26,P3,access,65.9
T04013,A1123,2024-05-06,P2,outage,
T04014,A1123,2024-03-03,P3,bug,71.3
T04015,A1123,2024-01-23,P1,bug,57.7
T04016,A1123,2024-02-13,P3,access,52.3
T04017,A1124,2024-03-04,P3,access,13.1
T04018,A1124,2024-02-07,P2,billing,59.9
T04019,A1124,2024-03-16,P2,outage,11.3
T04020,A1124,2024-02-05,P2,bug,65.0
T04021,A1125,2024-04-30,P3,billing,10.9
T04022,A1125,2024-04-04,P3,how_to,
T04023,A1125,2024-05-27,P3,bug,49.5
T04024,A1126,2024-04-12,P1,billing,15.0
T04025,A1126,2024-06-14,P2,access,7.7
T04026,A1126,2024-02-26,P2,outage,22.5
T04027,A1126,2024-01-29,P3,bug,28.3
T04028,A1126,2024-06-26,P2,how_to,15.2
T04029,A1127,2024-03-16,P1,billing,39.7
T04030,A1127,2024-04-04,P1,access,70.2
T04031,A1127,2024-01-10,P2,how_to,22.9
T04032,A1128,2024-05-18,P3,billing,52.5
T04033,A1129,2024-06-25,P2,outage,31.1
T04034,A1129,2024-02-11,P2,billing,51.0
T04035,A1130,2024-06-25,P3,bug,
T04036,A1130,2024-06-18,P2,access,67.1
T04037,A1131,2024-04-07,P1,how_to,36.8
T04038,A1131,2024-04-30,P2,bug,21.4
T04039,A1131,2024-06-17,P2,bug,71.3
T04040,A1131,2024-03-28,P2,billing,46.8
T04041,A1131,2024-03-15,P3,outage,10.3
T04042,A1131,2024-03-20,P2,outage,35.5
T04043,A1131,2024-02-26,P2,access,31.3
T04044,A1131,2024-03-21,P1,access,51.4
T04045,A1131,2024-05-11,P1,access,55.6
T04046,A1132,2024-05-11,P2,billing,54.1
T04047,A1132,2024-06-21,P1,outage,67.5
T04048,A1132,2024-04-15,P1,billing,68.1
T04049,A1132,2024-01-21,P3,billing,3.4
T04050,A1133,2024-04-08,P2,bug,68.3
T04051,A1133,2024-03-06,P1,outage,56.0
T04052,A1133,2024-04-29,P3,outage,38.8
T04053,A1133,2024-04-21,P1,how_to,6.4
T04054,A1133,2024-05-03,P3,access,62.5
T04055,A1133,2024-06-04,P2,bug,70.7
T04056,A1133,2024-06-03,P1,access,29.5
T04057,A1133,2024-04-15,P2,how_to,19.2
T04058,A1133,2024-04-05,P1,billing,53.9
T04059,A1133,2024-04-27,P1,access,5.1
T04060,A1133,2024-01-11,P3,how_to,34.8
T04061,A1134,2024-05-12,P3,bug,14.5
T04062,A1134,2024-03-23,P2,access,11.7
T04063,A1134,2024-01-04,P3,outage,
T04064,A1135,2024-03-21,P1,outage,13.2
T04065,A1135,2024-04-23,P2,bug,15.1
T04066,A1135,2024-04-26,P1,outage,62.6
T04067,A1135,2024-02-27,P2,access,54.0
T04068,A1135,2024-03-01,P2,bug,30.0
T04069,A1135,2024-01-02,P3,billing,1.3
T04070,A1136,2024-03-06,P2,bug,14.3
T04071,A1136,2024-05-13,P3,how_to,51.4
T04072,A1137,2024-04-04,P2,how_to,
T04073,A1138,2024-03-03,P1,outage,67.5
T04074,A1138,2024-04-23,P1,bug,22.7
T04075,A1138,2024-03-03,P1,how_to,56.7
T04076,A1139,2024-01-06,P2,bug,
T04077,A1140,2024-06-03,P2,access,13.6
T04078,A1140,2024-03-16,P3,bug,57.7
T04079,A1140,2024-01-01,P1,billing,2.9
T04080,A1140,2024-06-06,P3,how_to,68.0
T04081,A1140,2024-06-26,P3,how_to,10.1
T04082,A1140,2024-04-02,P1,how_to,
T04083,A1140,2024-03-28,P1,billing,23.2
T04084,A1140,2024-04-18,P1,outage,17.7
T04085,A1140,2024-05-03,P2,how_to,54.3
T04086,A1140,2024-05-15,P3,how_to,33.1
T04087,A1141,2024-04-02,P1,how_to,52.3
T04088,A1141,2024-06-04,P3,how_to,68.2
T04089,A1141,2024-04-11,P3,how_to,27.9
T04090,A1141,2024-06-17,P2,billing,32.0
T04091,A1142,2024-04-17,P3,bug,34.1
T04092,A1142,2024-01-17,P3,outage,13.4
T04093,A1143,2024-02-28,P2,outage,
T04094,A1143,2024-06-27,P1,outage,37.8
T04095,A1143,2024-06-17,P1,billing,7.0
T04096,A1143,2024-02-23,P1,billing,39.3
T04097,A1144,2024-05-08,P2,bug,
T04098,A1144,2024-05-18,P2,billing,31.6
T04099,A1144,2024-02-18,P1,bug,17.2
T04100,A1144,2024-05-20,P1,bug,51.8
T04101,A1144,2024-04-03,P1,billing,44.8
T04102,A1145,2024-04-06,P3,how_to,65.2
T04103,A1145,2024-01-10,P1,access,60.9
T04104,A1145,2024-06-16,P1,billing,9.7
T04105,A1145,2024-01-13,P2,billing,
T04106,A1145,2024-04-03,P2,billing,15.1
T04107,A1146,2024-04-13,P3,bug,28.5
T04108,A1146,2024-02-03,P1,bug,12.3
T04109,A1146,2024-04-19,P3,outage,63.2
T04110,A1147,2024-05-02,P3,bug,29.5
T04111,A1148,2024-05-31,P3,outage,8.2
T04112,A1148,2024-05-08,P2,billing,60.5
T04113,A1148,2024-05-06,P3,bug,9.1
T04114,A1148,2024-04-22,P1,billing,45.0
T04115,A1148,2024-04-10,P1,bug,6.3
T04116,A1149,2024-03-29,P3,bug,69.7
T04117,A1149,2024-01-27,P2,outage,63.7
T04118,A1149,2024-02-13,P1,billing,42.3
T04119,A1149,2024-04-15,P1,bug,
T04120,A1149,2024-04-27,P2,access,58.6
T04121,A1149,2024-04-19,P2,outage,
T04122,A1150,2024-03-06,P2,how_to,60.6
T04123,A1150,2024-01-14,P2,how_to,61.4
T04124,A1150,2024-04-21,P3,outage,16.9
T04125,A1151,2024-03-17,P3,how_to,47.7
T04126,A1151,2024-03-01,P1,billing,34.6
T04127,A1151,2024-02-02,P1,billing,41.9
T04128,A1151,2024-04-17,P1,access,25.8
T04129,A1152,2024-01-06,P1,billing,31.4
T04130,A1152,2024-04-01,P1,how_to,18.8
T04131,A1152,2024-04-10,P3,outage,
T04132,A1152,2024-02-05,P2,bug,13.0
T04133,A1152,2024-05-17,P2,how_to,19.1
T04134,A1152,2024-05-22,P3,how_to,55.1
T04135,A1152,2024-01-13,P1,how_to,41.0
T04136,A1152,2024-02-27,P1,bug,43.8
T04137,A1153,2024-06-02,P2,billing,21.5
T04138,A1153,2024-04-11,P2,access,13.8
T04139,A1153,2024-05-17,P3,outage,7.4
T04140,A1154,2024-01-20,P3,billing,2.3
T04141,A1154,2024-01-06,P1,bug,29.2
T04142,A1154,2024-01-29,P2,outage,62.5
T04143,A1154,2024-06-25,P3,bug,8.9
T04144,A1155,2024-02-16,P2,how_to,39.1
T04145,A1155,2024-02-04,P3,access,
T04146,A1155,2024-04-02,P1,billing,48.4
T04147,A1155,2024-05-20,P2,billing,59.5
T04148,A1156,2024-03-18,P2,how_to,29.9
T04149,A1156,2024-01-03,P1,bug,20.7
T04150,A1156,2024-03-24,P3,bug,3.5
T04151,A1156,2024-03-06,P2,outage,
T04152,A1156,2024-05-10,P1,outage,19.1
T04153,A1156,2024-04-21,P3,bug,27.3
T04154,A1156,2024-04-26,P1,access,36.3
T04155,A1159,2024-04-27,P3,how_to,24.2
T04156,A1160,2024-02-02,P2,how_to,48.7
T04157,A1160,2024-01-25,P3,outage,38.6
T04158,A1160,2024-05-17,P1,outage,67.6
T04159,A1160,2024-01-01,P3,outage,18.2
T04160,A1160,2024-01-24,P2,bug,4.8
T04161,A1160,2024-01-07,P1,how_to,37.8
T04162,A1161,2024-06-26,P3,billing,50.0
T04163,A1161,2024-02-21,P3,how_to,4.7
T04164,A1162,2024-03-15,P3,access,60.3
T04165,A1162,2024-03-21,P2,billing,27.1
T04166,A1163,2024-01-01,P2,access,53.8
T04167,A1164,2024-02-16,P3,billing,46.4
T04168,A1164,2024-06-15,P1,outage,66.7
T04169,A1164,2024-02-25,P1,bug,27.5
T04170,A1164,2024-04-24,P1,billing,8.4
T04171,A1166,2024-01-01,P2,access,70.5
T04172,A1166,2024-01-21,P1,outage,50.0
T04173,A1166,2024-03-30,P1,how_to,26.2
T04174,A1166,2024-04-11,P3,outage,57.3
T04175,A1166,2024-06-02,P1,bug,40.9
T04176,A1166,2024-06-01,P2,bug,52.8
T04177,A1167,2024-01-06,P3,how_to,59.8
T04178,A1168,2024-01-07,P1,how_to,54.8
T04179,A1168,2024-06-03,P2,bug,69.7
T04180,A1168,2024-01-30,P3,billing,
T04181,A1168,2024-03-13,P1,outage,38.3
T04182,A1168,2024-02-03,P1,outage,67.1
T04183,A1169,2024-01-12,P2,access,23.5
T04184,A1169,2024-02-07,P1,how_to,21.0
T04185,A1169,2024-03-02,P3,bug,
T04186,A1169,2024-01-27,P1,billing,36.9
T04187,A1170,2024-02-20,P3,billing,67.4
T04188,A1170,2024-04-03,P3,bug,21.9
T04189,A1170,2024-01-15,P3,access,37.6
T04190,A1170,2024-04-19,P2,billing,17.5
T04191,A1170,2024-01-10,P3,access,32.5
T04192,A1170,2024-01-17,P3,access,11.8
T04193,A1170,2024-02-29,P3,outage,35.2
T04194,A1171,2024-04-23,P2,access,60.8
T04195,A1171,2024-02-23,P2,how_to,
T04196,A1171,2024-06-01,P3,how_to,33.7
T04197,A1171,2024-06-13,P1,outage,38.7
T04198,A1171,2024-05-31,P3,billing,44.0
T04199,A1171,2024-06-15,P2,bug,65.0
T04200,A1172,2024-03-01,P1,how_to,38.5
T04201,A1173,2024-05-29,P3,access,59.3
T04202,A1173,2024-02-10,P1,bug,36.1
T04203,A1173,2024-01-30,P1,outage,29.7
T04204,A1173,2024-03-07,P2,outage,22.3
T04205,A1173,2024-03-31,P2,access,24.9
T04206,A1174,2024-05-01,P2,how_to,20.7
T04207,A1175,2024-06-02,P3,access,33.0
T04208,A1176,2024-04-10,P3,bug,17.5
T04209,A1176,2024-02-12,P3,billing,16.0
T04210,A1177,2024-05-28,P2,billing,
T04211,A1178,2024-05-17,P3,outage,38.2
T04212,A1180,2024-04-30,P2,bug,62.1
T04213,A1180,2024-01-14,P2,billing,26.7
T04214,A1180,2024-03-30,P1,billing,42.9
T04215,A1180,2024-05-10,P2,outage,47.3
T04216,A1180,2024-03-02,P2,how_to,
T04217,A1181,2024-05-10,P2,access,30.9
T04218,A1181,2024-01-06,P3,access,25.3
T04219,A1183,2024-05-15,P2,billing,18.8
T04220,A1183,2024-05-26,P1,bug,
T04221,A1183,2024-06-17,P2,billing,19.8
T04222,A1183,2024-01-01,P3,access,54.9
T04223,A1183,2024-03-26,P2,outage,71.6
T04224,A1184,2024-02-24,P2,how_to,43.3
T04225,A1184,2024-04-02,P1,how_to,15.9
T04226,A1184,2024-05-25,P2,billing,3.3
T04227,A1184,2024-01-05,P2,access,42.3
T04228,A1184,2024-02-26,P1,outage,68.8
T04229,A1184,2024-01-22,P3,how_to,28.7
T04230,A1184,2024-02-26,P2,how_to,39.2
T04231,A1184,2024-03-20,P1,outage,40.5
T04232,A1184,2024-02-19,P2,access,40.3
T04233,A1185,2024-04-20,P3,access,68.5
T04234,A1186,2024-03-17,P2,access,21.8
T04235,A1186,2024-06-10,P2,access,13.6
T04236,A1187,2024-05-07,P1,bug,6.2
T04237,A1187,2024-04-01,P3,billing,30.0
T04238,A1187,2024-02-19,P2,access,38.6
T04239,A1188,2024-02-02,P1,outage,58.1
T04240,A1188,2024-03-19,P2,how_to,55.7
T04241,A1188,2024-03-11,P2,access,25.9
T04242,A1188,2024-01-11,P1,bug,
T04243,A1188,2024-01-27,P1,bug,5.3
T04244,A1188,2024-05-20,P1,how_to,24.7
T04245,A1189,2024-02-20,P2,outage,32.2
T04246,A1189,2024-04-22,P3,how_to,58.2
T04247,A1189,2024-05-21,P3,how_to,55.7
T04248,A1189,2024-03-17,P3,billing,
T04249,A1189,2024-01-21,P1,access,49.9
T04250,A1189,2024-06-23,P2,access,
T04251,A1189,2024-06-13,P1,bug,65.1
T04252,A1189,2024-04-23,P1,billing,22.5
T04253,A1189,2024-06-02,P1,access,48.4
T04254,A1190,2024-01-20,P2,how_to,42.0
T04255,A1190,2024-03-26,P3,bug,59.5
T04256,A1190,2024-04-26,P1,outage,10.9
T04257,A1190,2024-01-09,P2,outage,1.1
T04258,A1191,2024-03-26,P3,how_to,63.8
T04259,A1191,2024-01-18,P1,bug,61.1
T04260,A1191,2024-01-12,P2,billing,63.8
T04261,A1191,2024-03-06,P1,outage,7.5
T04262,A1191,2024-06-19,P1,access,63.4
T04263,A1192,2024-05-25,P3,billing,60.2
T04264,A1193,2024-02-24,P3,outage,
T04265,A1193,2024-02-13,P3,billing,22.2
T04266,A1193,2024-02-19,P2,outage,
T04267,A1193,2024-03-07,P3,billing,
T04268,A1194,2024-06-04,P3,outage,52.7
T04269,A1194,2024-06-25,P1,bug,37.4
T04270,A1194,2024-02-12,P3,how_to,18.2
T04271,A1194,2024-01-26,P1,billing,69.7
T04272,A1195,2024-04-26,P2,outage,11.3
T04273,A1195,2024-06-04,P1,bug,40.4
T04274,A1195,2024-04-02,P3,billing,48.1
T04275,A1196,2024-06-07,P2,access,46.9
T04276,A1196,2024-03-06,P2,how_to,58.1
T04277,A1196,2024-01-07,P1,bug,52.2
T04278,A1196,2024-04-18,P2,outage,8.5
T04279,A1196,2024-03-11,P1,billing,70.4
T04280,A1196,2024-02-05,P1,how_to,
T04281,A1196,2024-04-06,P2,how_to,4.5
T04282,A1196,2024-01-24,P2,outage,41.2
T04283,A1197,2024-03-06,P3,bug,3.7
T04284,A1197,2024-04-23,P1,how_to,43.7
T04285,A1197,2024-05-27,P2,outage,43.2
T04286,A1197,2024-04-01,P3,how_to,67.1
T04287,A1197,2024-04-18,P3,bug,33.7
T04288,A1197,2024-04-20,P2,how_to,47.2
T04289,A1198,2024-01-29,P1,billing,42.3
T04290,A1198,2024-02-19,P2,outage,9.1
T04291,A1198,2024-01-11,P3,how_to,56.6
T04292,A1199,2024-05-26,P2,how_to,
T04293,A1199,2024-01-17,P2,access,51.9
T04294,A1199,2024-05-09,P2,how_to,25.2
T04295,A1199,2024-02-18,P1,bug,7.5
T04296,A9999,2024-05-09,P2,access,
T04297,A1199,2024-02-17,P1,billing,59.7
T04298,A1200,2024-01-18,P2,how_to,
T04299,A1200,2024-04-30,P2,billing,37.6
